text,label,aug
$VIAC $VIACA $FOX - MoffettNathanson expects NFL TV costs to skyrocket https://t.co/APfxEqSSRF,0,$VIAC $VIACA $FOX - MoffettNathanson expects NFL TV costs to skyrocket https://t.co/APfxEqSSRF
$VIAC: Barrington Research cuts to Mkt Perform https://t.co/7Fv1ZiFZBS,0,$MORE: Barrington Research Cuts Mkt Perform https://t.co/7Fv1ZiFZBS
$XLNX - Mizuho cuts XLNX target on near-term headwinds https://t.co/hsWCvJb1Ct,0,$XLNX: Mizuho cuts XLNX target due to near-term headwinds https://t.co/hsWCvJb1Ct
2U downgraded to sector weight from overweight at KeyBanc Capital,0,2U downgraded to sector weight from overweight at KeyBanc Capital
Alphabet and Facebook price targets cut at Barclays on weaker ad outlook https://t.co/PlbSaE1Nc2,0,Alphabet and Facebook price targets lowered at Barclays due to weaker advertising outlook https://t.co/PlbSaE1Nc2
AMC Networks price target cut to $35 from $39 at Imperial Capital,0,AMC Networks price target lowered to $35 from $39 at Imperial Capital
American Software downgraded to neutral from buy at B. Riley FBR,0,American Software Downgraded to Neutral from Buy at B. Riley FBR
Analysts question Silicon Motion's margin outlook,0,Analysts question Silicon Motion's margin prospects
Anchiano Therapeutics downgraded to peer perform from outperform at Oppenheimer,0,Anchiano Therapeutics Downgraded to Peer Perform from Outperform at Oppenheimer
Arch Coal stock price target cut to $97 from $100 at B. Riley FBR,0,Arch Coal stock price target lowered to $97 from $100 at B. Riley FBR
AT&T downgraded by MoffettNathanson to sell on concern wireless can't carry the whole company,0,AT&T downgraded by MoffettNathanson to sell over concerns that wireless may not be enterprise-wide
AT&T shares sink after MoffettNathanson downgrade,0,AT&T Stock Sinks After MoffettNathanson Downgrade
"AT&T stock falls after MoffettNathanson downgrades, saying dividend looks less compelling",0,"AT&T Stock Falls After MoffettNathanson Downgrades, Saying Dividend Looks Less Compelling"
Aurora Cannabis stock price target cut to C$1.00 from C$1.75 at Stifel Nicolaus,0,Aurora Cannabis share price target lowered to C$1.00 from C$1.75 at Stifel Nicolaus
Autodesk downgraded to underweight from neutral at JPMorgan,0,Autodesk downgraded to underweight from neutral at JPMorgan
BAML warns of profit pressure for Hormel,0,BAML warns of earnings pressure for Hormel
Barclays cools on Molson Coors,0,Barclays cools off on Molson Coors
Becton Dickinson downgraded to outperform from strong buy at Raymond James,0,Becton Dickinson Downgraded to Outperform from Strong Buy at Raymond James
Becton Dickinson downgraded to sector weight from overweight at KeyBanc Capital,0,Becton Dickinson downgrades to sector weight from overweight at KeyBanc Capital
Berry Petroleum downgraded to market perform from outperform at BMO Capital,0,Berry Petroleum downgrades to market perform from outperform at BMO Capital
Berry Petroleum downgraded to underweight from sector weight at KeyBanc Capital,0,Berry Petroleum downgrades to underweight from sector weight at KeyBanc Capital
Bluebird bio downgraded to in line from outperform at Evercore ISI,0,Bluebird Biography Downgraded to Inline from Outperforming on Evercore ISI
Bluebird bio stock price target cut to $86 from $172 at Evercore ISI,0,Bluebird Bio Shares Price Target Cut to $86 from $172 at Evercore ISI
Canada Goose downgraded to buy from strong buy at CFRA,0,Canada Goose downgrades to buy from strong buy at CFRA
Canada Goose stock price target cut to $50 from $65 at CFRA,0,Canada Goose stock price target lowered to $50 from $65 on CFRA
Children's Place downgraded as e-commerce puts margins at risk,0,Children's Place downgraded as e-commerce puts margins at risk
Children's Place price target cut to $80 from $105 at Monness Crespi Hardt,0,Children's Place price target lowered from $105 to $80 on Monness Crespi Hardt
Cinedigm Corp. Analysts Are Cutting Their Estimates: Here's What You Need To Know,0,Cinedigm Corp. Analysts Are Cutting Their Estimates – Here's What You Need to Know
Clovis Oncology stock price target cut to $8 from $12 at Evercore ISI,0,Clovis Oncology stock price target lowered to $8 from $12 at Evercore ISI
Cumberland Pharmaceuticals stock price target cut to $9.00 from $12.25 at B. Riley FBR,0,Cumberland Pharmaceuticals stock price target lowered to $9.00 from $12.25 at B. Riley FBR
"Dell, HPE targets trimmed on compute headwinds",0,Dell and HPE targets slashed due to IT difficulties
Dish may not be key winner amid Intelsat woes - analyst,0,Dish may not be key winner amid Intelsat woes: analyst
Disney downgraded as analyst says parks attendance could take 2 years to 'normalize' https://t.co/InJKourtW3,0,"Disney downgraded as analyst says park attendance could take 2 years to ""normalize"" https://t.co/InJKourtW3"
Downgrades 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS,0,Rebates 11/25: $AEO $COLM $DGII $EQT $ESS $EVRG $GTT $KRG $MANT $MDCO $NFLX $OMP $PEG $PRU $SBT $SITC $TAP $VIPS
Downgrades 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t.co/NGkYTADOSt,0,Rebajas 4/7: $MLND $MSGN $MTLS $O $OC $OVV $PEB $PK $PLYA $QEP $RHP $RPAI $SAIA $SDC $SHOP $SKY $SLG $SM $TWLO… https://t. co/NGkYTADOSt
Dropbox on watch after stinging Spruce Point report,0,Dropbox under surveillance after upsetting Spruce Point report
"Earnings Update: electroCore, Inc. Just Reported And Analysts Are Trimming Their Forecasts",0,"Earnings update: electroCore, Inc. just reported and analysts are cutting their forecasts"
Evercore downgrades bluebird bio and Clovis in premarket analyst action,0,Evercore Downgrades Bluebird Bio and Clovis in Premarket Analyst Action
"Fannie Mae, Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act https://t.co/NhiYwphBQd",0,"Fannie Mae and Freddie Mac downgraded to sell, as analyst cites 'unintended consequences' of CARES Act https://t.co/NhiYwphBQd"
Forescout downgraded to neutral from buy at Monness Crespi Hardt,0,Forescout downgrades to neutral from buy at Monness Crespi Hardt
FormFactor cut on 'unsustainable' revenue outlook,0,FormFactor Cut Over 'Unsustainable' Revenue Outlook
Funko downgraded to hold from buy at Stifel Nicolaus,0,Funko discounted to keep from buying at Stifel Nicolaus
Funko stock price target cut to $10 from $25 at Stifel Nicolaus,0,Funko stock price target lowered to $10 from $25 at Stifel Nicolaus
GM stock price target cut to $30 from $32 at Deutsche Bank,0,GM share price target lowered to $30 from $32 at Deutsche Bank
Grubhub gains a bear on margin view,0,Grubhub gains ground in margin view
H&P downgraded at Argus as drilling industry weakness seen persisting,0,H&P downgrades Argus as drilling industry weakness persists
Hanesbrands stock price target cut to $13 vs. $16 at BofA Merrill Lynch,0,Hanesbrands share price target lowered to $13 vs. $16 at BofA Merrill Lynch
Helmerich & Payne started at sell with $34 stock price target at Deutsche Bank,0,Helmerich & Payne started selling with a $34 share price target on Deutsche Bank
Hexo stock price target cut to C$5 from C$6 at MKM Partners,0,Hexo share price target lowered to C$5 from C$6 at MKM Partners
Home Depot stock price target cut to $237 from $240 at Instinet,0,Home Depot stock price target lowered to $237 from $240 on Instinet
Intelsat downgraded to underweight from neutral at J.P. Morgan,0,Intelsat downgraded to underweight from neutral in J.P. Morgan
Intelsat lower after Morgan Stanley target cut,0,Intelsat down after Morgan Stanley target cut
Jefferies warns on L Brands,0,Jefferies warns about L Brands
Kohl's stock price target cut to $48 from $52 at Deutsche Bank,0,Kohl's share price target lowered to $48 from $52 at Deutsche Bank
Kohl's stock price target cut to $50 from $53 at Wedbush,0,Kohl's stock price target lowered to $50 from $53 at Wedbush
L Brands stock price target cut to $16 from $20 at Wedbush,0,L Brands stock price target lowered to $16 from $20 at Wedbush
Lovesac stock price target cut to $28 vs. $33 at Canaccord,0,Lovesac share price target lowered to $28 vs. $33 at Canaccord
Lyft stock price target cut to $58 from $70 at Deutsche Bank,0,Lyft stock price target lowered to $58 from $70 at Deutsche Bank
Macerich downgraded to underweight from sector weight at KeyBanc Capital,0,Macerich downgrades to underweight from sector weight at KeyBanc Capital
Marinus Pharma stock price target cut to $6 from $7 at Leerink,0,Marinus Pharma share price target lowered to $6 from $7 at Leerink
Methanex downgraded at TD Securities on valuation,0,Mtanex downgrades TD Securities on valuation
Metro Inc. Just Missed Earnings And Its EPS Looked Sad - But Analysts Have Updated Their Models,0,"Metro Inc. Just Missed Earnings and Its EPS Looked Dismal, But Analysts Have Updated Their Models"
Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital,0,Mid-America Apartment Communities downgraded to sector weight from overweight at KeyBanc Capital
Mitek Systems stock price target cut to $11 from $14 at Benchmark,0,Mitek Systems Share Price Target Cut to $11 from $14 on Benchmark
Napco Security stock price target cut to $30 from $35 at Imperial Capital,0,Napco Security share price target lowered to $30 from $35 at Imperial Capital
Needham's Martin Defends Her Prediction That Netflix Subscriptions Will Fall,0,Needham's Martin defends his prediction that Netflix subscriptions will fall
Netflix downgraded to ‘underperform’ at Needham,0,Netflix downgraded to 'poor performance' in Needham
Netflix stock falls after Wells Fargo turns bearish,0,Netflix Stock Falls After Wells Fargo Turns Bearish
New Netflix bear steps out,0,Netflix's new bear is out
"New York Opioid Case A Significant Risk For Pharma Stocks, Says Bearish BofA",0,"New York opioid case is a significant risk for pharma stocks, says BofA bear"
Norwegian Cruise Line downgraded to strong sell from hold at CFRA,0,Norwegian Cruise Line downgraded to strong sell from hold at CFRA
Novo Nordisk downgraded by UBS on concerns over drug launch cost,0,UBS downgrades Novo Nordisk over concerns over cost of drug launch
Oppenheimer cuts estimates on Yum China,0,Oppenheimer cuts Yum China estimates
Orbcomm price target lowered to $9 at Canaccord,0,Orbcomm price target lowered to $9 on Canaccord
O'Reilly Automotive stock price target cut to $405 from $415 at J.P. Morgan,0,O'Reilly Automotive's stock price target was lowered to $405 from $415 in J.P. Morgan
Patterson-UTI Energy started at sell with $7 stock price target at Deutsche Bank,0,Patterson-UTI Energy started selling with a $7 share price target on Deutsche Bank
PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital,0,PS Business Parks downgraded to underweight from sector weight at KeyBanc Capital
Rio Tinto downgraded to neutral from overweight at J.P. Morgan,0,Rio Tinto downgraded to neutral from overweight in J.P. Morgan
"Rosenblatt Projects 47% Downside In Apple Shares, Warns Of Drop In iPhone Production",0,Rosenblatt projects a 47% drop in Apple shares and warns of a drop in iPhone production
Royal Caribbean downgraded to sell from buy at CFRA,0,Royal Caribbean downgraded to sell from buy at CFRA
Royal Caribbean stock price target cut to $100 from $135 at CFRA,0,Royal Caribbean stock price target lowered to $100 from $135 at CFRA
Royal Caribbean's stock falls after CFRA swings to bearish on 'more dire' coronavirus assessment,0,Royal Caribbean Stock Falls After CFRA Turns Bearish on 'More Severe' Coronavirus Assessment
Scandinavian Tobacco Group A/S Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now,0,Scandinavian Tobacco Group A/S earnings missed analyst estimates - here's what analysts are forecasting now
Sherwin-Williams cut from Conviction Buy at Goldman on valuation,0,Sherwin-Williams drops Goldman's Conviction Buy over valuation
Sirius downgraded on valuation,0,Sirius discounted due to valuation
Spotify Double Downgrade Reflects Prospect of Slower Revenue Growth https://t.co/jMJ3N4A06T,0,Spotify's double downgrade reflects outlook for slower revenue growth https://t.co/jMJ3N4A06T
SunTrust latest to trim Nielsen target,0,SunTrust is the latest to cut Nielsen's target
Taco Bell parent Yum Brands downgraded to neutral from buy at BTIG,0,Taco Bell parent Yum Brands downgraded to neutral from buy on BTIG
Take-Two downgraded on murky game slate,0,Take-Two demoted in murky game roster
Take-Two Interactive stock price target cut to $124 from $133 at MKM Partners,0,Take-Two Interactive share price target lowered to $124 from $133 at MKM Partners
Target Hospitality downgraded to perform from outperform at Oppenheimer,0,Target Hospitality Downgraded to Outperform at Oppenheimer
Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital,0,Taubman Centers downgraded to sector weight from overweight at KeyBanc Capital
"The Manitowoc Company, Inc. Just Reported Earnings, And Analysts Cut Their Target Price",0,"The Manitowoc Company, Inc. Just Reported Earnings and Analysts Cut Their Price Target"
Transocean started at sell with $3 stock price target at Deutsche Bank,0,Transocean started selling with a $3 share price target on Deutsche Bank
Ultra Clean downgraded to hold from buy at Stifel Nicolaus,0,Ultra Clean discounted to maintain from buying at Stifel Nicolaus
Wells Fargo Downgrades Netflix $NFLX to Underperform but sees as a takeover target. NFLX could get acquired: NFLX i… https://t.co/vuNpYwRDSg,0,Wells Fargo downgrades Netflix $NFLX to Underperform but views it as an acquisition target. NFLX could be acquired: NFLX i… https://t.co/vuNpYwRDSg
Wells Fargo Downgrades Netflix On Spending Concerns,0,Wells Fargo downgrades Netflix over spending concerns
"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD",0,"Wells Fargo downgrades Netflix: 'If content is king, then cash is queen' https://t.co/niUwYR5YUD"
Welltower stock price target cut to $90 from $95 at J.P. Morgan,0,The price target on Welltower shares was lowered to $90 from $95 in J.P. Morgan
WWE stock price target cut to $57 from $79 at Benchmark,0,WWE Stock Price Target Cut to $57 from $79 at Benchmark
Aggressive Fed boost fails to stop sell-off #Samp;P500 #economy #MarketScreener https://t.co/p8lniQQTZt https://t.co/VsHuUI8mgj,0,Fed's aggressive push fails to stop selloff #Samp;P500 #economy #MarketScreener https://t.co/p8lniQQTZt https://t.co/VsHuUI8mgj
Bank of Ireland cuts key profit target as low rates take toll https://t.co/pWzgfDXDm3,0,Bank of Ireland cuts key profit target as low rates take toll https://t.co/pWzgfDXDm3
Bank of Nova Scotia : Scotiabank CEO expects 'somewhat elevated' loan losses for 3-4 quart... #BankofNovaScotia… https://t.co/OAXfDtrtAk,0,Bank of Nova Scotia: Scotiabank CEO expects 'somewhat high' credit losses for 3-4 quarters... #BankofNovaScotia… https://t.co/OAXfDtrtAk
Breakingviews - Fed's ultra-loose efforts will cast long shadow https://t.co/nktomiS4jW https://t.co/A5r5dgKIhX,0,Breakingviews: The Fed's ultra-easy efforts will cast a long shadow https://t.co/nktomiS4jW https://t.co/A5r5dgKIhX
European banks slash $280bn from main US businesses https://t.co/Gwahc0Sc0F,0,European banks cut $280 billion from major US companies https://t.co/Gwahc0Sc0F
Europe's banks were only halfway through cleaning up more than $1 trillion of loans that turned sour in the last cr… https://t.co/a5XeRxCEVl,0,European banks were only halfway to cleaning up more than a trillion dollars in loans that went bad in the last crisis... https://t.co/a5XeRxCEVl
"Eurozone banks' returns were already hurting before COVID-19, ECB says https://t.co/hDvBAwFDeG",0,"Eurozone bank yields were already suffering before COVID-19, ECB says https://t.co/hDvBAwFDeG"
Fed Liquidity Drain Spoils Virus-Surge-Inspired Stock Buying-Panic | Zero Hedge https://t.co/wnLxXP4sHu,0,Federal Reserve liquidity drain ruins virus-inspired stock buying panic | Zero coverage https://t.co/wnLxXP4sHu
Fed policymakers working to limit damage as pandemic puts U.S. economy on pause https://t.co/QwCihVGWly https://t.co/ZRbeFgfAdo,0,Fed policymakers work to limit damage as pandemic puts U.S. economy on hold https://t.co/QwCihVGWly https://t.co/ZRbeFgfAdo
Fed Report : Small-Business Sector Highly Vulnerable to Coronavirus Crisis--Update #FedReport #economy… https://t.co/AjGZqiRl5b,0,Federal Reserve Report: Small Business Sector Highly Vulnerable to Coronavirus Crisis - Update #FedReport #economy… https://t.co/AjGZqiRl5b
"Fed Warns Virus Poses ‘New Risk’ to Global Growth, Markets",0,Federal Reserve warns that virus poses “new risk” to global growth and markets
Fed's Bullard: China to 'slow noticeably' in first quarter due to virus https://t.co/i1jKKq9kNi https://t.co/4Ug71D7IN6,0,Fed's Bullard: China will 'slow noticeably' in first quarter due to virus https://t.co/i1jKKq9kNi https://t.co/4Ug71D7IN6
"Fed's corporate credit measures to limit buybacks, dividend https://t.co/4FrdSvMV8T",0,Fed corporate credit measures to limit buybacks and dividends https://t.co/4FrdSvMV8T
Fed's Williams: Risks to U.S. economy still to the downside,0,Federal Reserve's Williams: Risks to US economy remain to the downside
"Former Fed chief Bernanke sees bad year, no quick recovery #economy #MarketScreener https://t.co/YaN7qVv5aq https://t.co/zn3oEbjuL7",0,Former Fed chief Bernanke sees bad year and no quick recovery #economy #MarketScreener https://t.co/YaN7qVv5aq https://t.co/zn3oEbjuL7
"Janet Yellen says a V-shaped economic recovery ""is possible,' but she is ""worried that the outcome will be worse"" https://t.co/11FIumVTXC",0,"Janet Yellen says a V-shaped economic recovery ""is possible,"" but she is ""concerned the outcome will be worse"" https://t.co/11FIumVTXC"
Lagarde Says ECB Running Out of Room to Fight Global Threats,0,Lagarde says ECB is running out of space to fight global threats
"Lagarde Says ECB's Options Limited by Low Rates, Low Inflation",0,"Lagarde says ECB's options limited by low rates, low inflation"
New #IMFBlog shows that long-lasting credit booms that featured rapid construction growth never ended well.… https://t.co/gMBiUS6z7J,0,The new #IMFBlog shows that the long-lasting credit booms that characterized rapid construction growth never ended well... https://t.co/gMBiUS6z7J
Overall Fed Temporary Liquidity Continues to Shrink #economy #MarketScreener https://t.co/UjqUoGk3L9 https://t.co/OVGpDhlZOb,0,Fed's overall temporary liquidity continues to shrink #economy #MarketScreener https://t.co/UjqUoGk3L9 https://t.co/OVGpDhlZOb
Schweizerische Nationalbank : Switzerland Loses Grip on World's Lowest Borrowing Costs -- ...… https://t.co/fuN3T0obd5,0,Swiss National Bank: Switzerland loses control over world's lowest borrowing costs -- ...... https://t.co/fuN3T0obd5
Some officials worried about the bank's decision to drop self-imposed limits on the ECB's bond purchases https://t.co/elfM7nRACS,0,Some officials were concerned about the bank's decision to remove self-imposed limits on ECB bond purchases https://t.co/elfM7nRACS
"Thailand has a limited space to deliver a “strong dose” of monetary policy, central bank governor says as he cautio… https://t.co/WR3CYfD3hy",0,"Thailand has limited room to pursue a 'heavy dose' of monetary policy, central bank governor says as he warns... https://t.co/WR3CYfD3hy"
The Federal Reserve's rescue of the overnight lending market appears to be having an unintended side effect: it's j… https://t.co/8Ko2fxHj7W,0,The Federal Reserve's bailout of the overnight lending market appears to be having an unintended side effect: It's j… https://t.co/8Ko2fxHj7W
UAE stimulus to help bank liquidity but may increase problem loans - Moody's #economy #MarketScreener… https://t.co/8rGhax4y8C,0,"UAE stimulus to help bank liquidity, but may increase problem loans - Moody's #economy #MarketScreener… https://t.co/8rGhax4y8C"
UPDATE 2-China cbank warns high financial risks amid rising economic headwinds,0,UPDATE 2: China's central bank warns of high financial risks amid growing economic headwinds
"Yellen Blames ""Enormous Debt And Buybacks"" For Coming Default Wave; Morgan Stanley Says It's All The Fed's Fault  https://t.co/Ed0jVBpmhZ",0,Yellen blames 'huge debts and buybacks' for next wave of defaults; Morgan Stanley says it's all the Fed's fault https://t.co/Ed0jVBpmhZ
"""I’ve owned the Apple Card for 3 months…this is why it sucks."" https://t.co/ngzSpdvFPK",0,"""I've had the Apple Card for 3 months...that's why it sucks."" https://t.co/ngzSpdvFPK"
"""That's Not Safe! Somebody's Going To Die!"": Senator Markey Slams Tesla Autopilot At Commerce Committee Hearing https://t.co/PHvFLxKnQu",0,"""That's not safe! Someone's going to die!"": Senator Markey criticizes Tesla's Autopilot at Commerce Committee hearing https://t.co/PHvFLxKnQu"
"""We Totally Failed As A Business"": Unicorn Scooter Impales Investors After Company Goes Hooves-Up https://t.co/otp1fQAFgj",0,"""We totally failed as a business"": Unicorn Scooter impales investors after company went crazy https://t.co/otp1fQAFgj"
"$300,000 Pilot Jobs Drying Up in China After Boeing Grounding",0,"Pilot jobs worth $300,000 dry up in China after Boeing grounding"
$AAL - American halts flights to Mainland China https://t.co/zQIKTbqqUk,0,$AAL - American suspends flights to mainland China https://t.co/zQIKTbqqUk
$AMGN - Partial response in Amgen brain cancer study https://t.co/6sAXBkTCST,0,$AMGN - Partial Response in Amgen Brain Cancer Study https://t.co/6sAXBkTCST
$AXAS - Abraxas Petroleum: Poor Liquidity Points To A Chapter 11 May Be On The Horizon. https://t.co/bdKkXTKDOL… https://t.co/PG849ZPziP,0,$AXAS - Abraxas Petroleum: Low liquidity suggests that Chapter 11 could be on the horizon. https://t.co/bdKkXTKDOL… https://t.co/PG849ZPziP
$AXAS - Abraxas Petroleum: Poor Liquidity Points To A Chapter 11 May Be On The Horizon. https://t.co/bdKkXTKDOLâ€¦ https://t.co/PG849ZPziP,0,$AXAS - Abraxas Petroleum: Low liquidity suggests that Chapter 11 could be on the horizon. https://t.co/bdKkXTKDOL... https://t.co/PG849ZPziP
$BA - 737 MAX crisis claims job of Boeing's top communications official https://t.co/FwntvthN9F,0,$BA - 737 MAX crisis claims job of Boeing's top communications official https://t.co/FwntvthN9F
$CAT - Caterpillar sees more weak demand ahead as firms defer capital decisions https://t.co/CzAxE8TDL1,0,$CAT - Caterpillar sees weaker demand ahead as companies defer capital decisions https://t.co/CzAxE8TDL1
$CBAY: CymaBay Therapeutics halts clinical development of Seladelpar based on initial histological findings observe… https://t.co/v8K1pQPrsK,0,$CBAY: CymaBay Therapeutics halts clinical development of Seladelpar based on initial histological findings observed… https://t.co/v8K1pQPrsK
$CORV - FDA advisory committee thumbs down on Correvio's Brinavess for AF https://t.co/vLfvDUDw9v,0,$CORV - FDA advisory committee rejects Correvio's Brinavess for AF https://t.co/vLfvDUDw9v
$CTSO: CytoSorbents says temporarily pausing enrollment of REFRESH 2-AKI study at the recommendation of its Data... https://t.co/6ibg4NhPh1,0,$ CTSO: CytoSorbents says to temporarily suspend enrollment of the REFRESH 2-AKI study on the recommendation of its data... https://t.co/6ibg4NhPh1
$LJPC - La Jolla Pharma to reassess development of LJPC-401 https://t.co/sJITlHYGuz,0,$LJPC - La Jolla Pharma to reevaluate development of LJPC-401 https://t.co/sJITlHYGuz
$LK - Citron and Muddy Waters at odds over Luckin Coffeee https://t.co/gkLLQ0bBQA,0,$LK - Citron and Muddy Waters at odds over Luckin Coffee https://t.co/gkLLQ0bBQA
$UBER - Uber CEO comments on London license loss https://t.co/ppLtG1r4lP,0,$UBER - Uber CEO comments on London license loss https://t.co/ppLtG1r4lP
$UN $UL - Unilever U.S. recalls some chicken products https://t.co/jLN7s2LAd7,0,$UN $UL - Unilever U.S. recalls some chicken products https://t.co/jLN7s2LAd7
"“Vaping is taking us backward,” CVS Health CEO Larry Merlo says. “Something has to be done.” https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx",0,"""Vaping is setting us back,"" says Larry Merlo, CEO of CVS Health. ""We have to do something."" https://t.co/CwxbCtXvWW https://t.co/NBv10IejXx"
2020 Will Be Another Year of Pain for Tanger,0,2020 will be another year of pain for Tanger
"After Growing 16% In 2 Years, Why Did Lowe’s Number Of Stores Decrease?",0,"After growing 16% in 2 years, why did the number of Lowe's stores decrease?"
Airbus : Boeing deliveries halved in first eleven months of 2019 #Airbus #Stock #MarketScreener… https://t.co/5Ux2IqpCAP,0,Airbus: Boeing deliveries halved in the first eleven months of 2019 #Airbus #Stock #MarketScreener… https://t.co/5Ux2IqpCAP
Apple closing all China stores and offices,0,Apple closes all stores and offices in China
"Apple saw China iPhone units fall in November, Credit Suisse says",0,"Apple saw iPhone units drop in China in November, says Credit Suisse"
"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of any bank and a 4.0% surcharge. https://t.co/8jTxnywzqM",0,"As a reminder, JPMorgan remains the riskiest bank with the highest GSIB score of all banks and a 4.0% markup. https://t.co/8jTxnywzqM"
"As Liquidation Threat Looms, Jet Airways Bidders Still Not Ready",0,"As liquidation threat looms, Jet Airways bidders not ready yet"
Axonics launches $110M equity offering; shares down 3% after hours,0,Axonics launches $110 million stock offering; shares fall 3% after hours
BlackRock admonishes Siemens for environmental actions,0,BlackRock reprimands Siemens for environmental actions
