text,label,aug
$KHC - JPMorgan constructive on Kraft Heinz https://t.co/Sp4I2ehAVw,1,$KHC - JPMorgan based on Kraft Heinz https://t.co/Sp4I2ehAVw
$KIM: Compass Point ups to Neutral,1,$KIM: The compass point rises to neutral
$LOW - Lowe's racks up another positive rating despite recession risk https://t.co/ekx4f6aqIK,1,Low in dollar - Lowe's gets another positive rating despite recession risks https://t.co/ekx4f6aqIK
$LRCX - Lam target boosted on 'compelling' setup https://t.co/TBgKmZH6pM,1,$LRCX - Lam's goal boosted by 'compelling' setup https://t.co/TBgKmZH6pM
$LULU: Barclays starts at Overweight https://t.co/MCyfTsXc2N,1,$LULU: Barclays starts overweight https://t.co/MCyfTsXc2N
"$MU $WDC - Bull sees 2020 upsides for MU, WDC https://t.co/65zGfs82xI",1,$MU $WDC - Bull sees positives for 2020 for MU and WDC https://t.co/65zGfs82xI
$NBY Rated buy https://t.co/xWbLXU1yOY,1,Buy at $NBY https://t.co/xWbLXU1yOY
$NFLX - SunTrust expecting Netflix to post strong user growth https://t.co/6z62FXsUom,1,$NFLX - SunTrust expects Netflix to achieve strong user growth https://t.co/6z62FXsUom
$NVDA - Nvidia set for gaming tailwinds - BofA https://t.co/l3m78pJzrW,1,$NVDA - Nvidia's Gaming Tailwind Kit - BofA https://t.co/l3m78pJzrW
$OCN - BTIG sees 'material improvement' to Ocwen book value https://t.co/8MMo05uiM6,1,$OCN - BTIG sees 'material improvement' to Ocwen's book value https://t.co/8MMo05uiM6
$OYST: Cowen starts at Outperform,1,$OYST: Quinn starts outperforming
$RAPT: BMO Capital Markets starts at Outperform,1,$RAPT: BMO Capital Markets starts at outperformance
$RNG - Evercore starts RingCentral at Outperform https://t.co/rfNcO3sw2k,1,$RNG - Evercore launches RingCentral in Outperform https://t.co/rfNcO3sw2k
$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC to Buy https://t.co/8k4l0c5x89,1,$SBAC $SBAC $AMT - MoffettNathanson boosts SBAC buy https://t.co/8k4l0c5x89
$SNAP - Loop turns bullish on Snap ad growth https://t.co/TekdZS48et,1,$SNAP - Loop turns bullish as Snap ads grow https://t.co/TekdZS48et
$STXS: Lake Street starts at Buy,1,$STXS: Lake Street starts at buy
$TENB - Cowen sees upside in TENB's Indegy purchase https://t.co/Ve7bTreR7Y,1,$TENB - Coin Sees Upside in Buying TENB's Indegy https://t.co/Ve7bTreR7Y
"$UBER $LYFT - Uber, Lyft can raise prices to profit - Barclays https://t.co/1xx084l36h",1,$UBER $LYFT - Uber and Lyft can raise prices to make a profit - Barclays https://t.co/1xx084l36h
$WABC: Maxim Group ups to Buy,1,$WABC: Maxim Group is trending to buy
$WRI: Compass Point ups to Buy,1,$WRI: Compass point to buy
$ZS - New Zscaler bull sees 'sustainable' growth; shares +4% https://t.co/4fx811IVG5,1,$ZS - New Zscaler bull sees 'sustainable' growth; Stocks +4% https://t.co/4fx811IVG5
"Activision, Take-Two charts look 'constructive' as Wells Fargo gets bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n",1,Activision and Take-Two charts look 'constructive' as Wells Fargo turns bullish on video game plays: Trader $ATVI $TTWO… https://t.co/1s0WRleA2n
Adobe stock price target raised to $315 vs. $290 at Wedbush,1,Adobe's stock price target was raised to $315 from $290 at Wedbush
Adobe stock price target raised to $318 vs. $310 at Instinet,1,Adobe's stock price target was raised to $318 versus Instinet's $310
Aegis Capital positive on Netflix usage trend,1,Aegis Capital is positive on Netflix usage
"After a 60% drop in 6 months, Bank of America says buy pot stock Canopy",1,"After a 60% decline in 6 months, Bank of America said it bought Canopy shares"
Akero Therapeutics started at buy with $36 stock price target at Canaccord Genuity,1,Akero Therapeutics started at Buy with a $36 price target on the stock at Canaccord Genuity
Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus,1,Align Technology stock price target raised to $305 from $290 at Stifel Nicolaus
Allergan upgraded to buy from neutral at UBS,1,Allergan was upgraded to buy from neutral UBS
Altria stock price target raised to $54 from $50 at Stifel Nicolaus,1,The price target for Altria stock was raised to $54 from $50 at Stifel Nicolaus
Amneal Pharma price target raised to $6 vs. $4 at SunTrust Robinson Humphrey,1,The price target for Amneal Pharma was raised to $6 from $4 at SunTrust Robinson Humphrey
"An analyst at Loop Capital upgrades $LYFT  to buy from hold, citing higher revenue growth potential.  https://t.co/2blCalNe9P",1,"An analyst at Loop Capital upgrades $LYFT to Buy from Hold, citing potential for further revenue growth. https://t.co/2blCalNe9P"
Analyst: AT&T Is The Top Telecom Pick For 2020,1,Analyst: AT&T is the best telecommunications company of 2020
Analysts Mostly Bullish On Newly Public Insurance Firm BRP Group,1,Analysts are mostly optimistic about new general insurer BRP Group
Analysts See 18% Gains Ahead For The Holdings Of The First Trust Dow Jones Internet Index Fund ETF,1,Analysts expect future gains of 18% for holdings of the Dow Jones Internet Index ETF
Ansys stock price target raised to $265 from $235 at Benchmark,1,The price target for Ansys stock was raised to $265 from $235 at Benchmark
Anthem stock price target raised to $330 from $300 at SunTrust RH,1,Anthem stock price target raised to $330 from $300 at SunTrust RH
Applied Industrial Technologies stock price target raised to $70 from $65 at KeyBanc Capital,1,The price target for Applied Industrial Technologies stock was raised to $70 from $65 at KeyBanc Capital
arGen-X stock price target raised to $255 vs. $203 at Instinet,1,arGen-X stock price target raised to $255 from $203 at Instinet
Armata Pharmaceuticals started at buy with $8 stock price target at Maxim Group,1,Armata Pharmaceuticals is a buy with a target price of $8 on Maxim Group
Arrow Electronics stock price target raised to $87 vs. $84 at SunTrust Robinson Humphrey,1,Arrow Electronics stock price target raised to $87 from $84 at SunTrust Robinson Humphrey
"Asset Management One Co. has a bullish call on Treasuries. One for the long, long run https://t.co/8go8ZhMvdc",1,At Asset Management One Co. Bullish view on Treasuries. One for the long term https://t.co/8go8ZhMvdc
Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI,1,Audentes Therapeutics stock price target raised to $40 from $34 at Evercore ISI
Audentes Therapeutics upgraded to outperform from in line at Evercore ISI,1,Audentes Therapeutics upgraded to outperform Evercore ISI
Axcelis Technologies stock price target raised to $32 from $24 at Benchmark,1,The price target for Axcelis Technologies stock was raised to $32 from $24 at Benchmark
Baird bullish on beat-up Canada Goose,1,Baird optimistic after Canada Goose win
Baird likes drug wholesalers in premarket analyst action,1,Baird likes pharmaceutical wholesalers as a pre-market analyst
Baird returns to Wingstop bull camp,1,Bird returns to the Wingstop Bull camp
Baker Hughes started at buy with $32 stock price target at Deutsche Bank,1,Baker Hughes started buying with a $32 target price on the stock at Deutsche Bank
Bank of America stock price target raised to $49 from $48 at Oppenheimer,1,The price target for Bank of America stock was raised to $49 from Oppenheimer's $48
Barclays analysts says Uber and Lyft are well-positioned to achieve profitability https://t.co/emLga0CBm1,1,Barclays analysts say Uber and Lyft are well positioned to achieve profitability https://t.co/emLga0CBm1
"Bausch Health upgraded to overweight from neutral at JPMorgan, price target raised to $38 from $32",1,"Bausch Health was upgraded to Overweight from Neutral at JPMorgan, price target raised to $38 from $32"
Bed Bath & Beyond reiterated as buy at BofA Merrill Lynch,1,Bed Bath & Beyond reiterated as a buy at BofA Merrill Lynch
Belden stock price target raised to $56 vs. $54 at SunTrust Robinson Humphrey,1,Belden stock price target raised to $56 from SunTrust Robinson Humphrey's $54
Benchmark says this roof supplier is a Buy,1,Benchmark says this roofing supplier is a Buy
Bernstein turns bullish on VMware's valuation,1,Bernstein turns bullish on VMware's valuation
Berry Petroleum upgraded to sector weight from underweight at KeyBanc Capital,1,Berry Petroleum was upgraded to Sector Weight from Underweight at KeyBanc Capital
Best Buy stock price target raised to $105 from $86 at Oppenheimer,1,Best Buy's stock price target raised to $105 from $86 at Oppenheimer
Biogen stock price target raised to $392 from $320 at Instinet,1,The price target for Biogen stock was raised to $392 from Instinet's $320
Biogen stock price target raised to $410 from $350 at SVB Leerink,1,Biogen stock price target raised to $410 from $350 at SVB Leerink
Boeing stock price target raised to $427 from $406 at CFRA,1,The price target for Boeing stock was raised to $427 from $406 at the CFRA
"BofA Upgrades WestRock After Containerboard Conference, London Pulp Week",1,"BofA promotes WestRock after Containerboard conference, London Pulp Week"
"Bouygues SA Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,"Bouygues SA has just surpassed analyst expectations, and analysts have updated their forecasts"
BTIG expects Domino's to boost buybacks,1,BTIG expects Domino's to boost buybacks
BTIG sees 'material improvement' to Ocwen book value,1,BTIG sees a “material improvement” in Ocwen’s book value
"Bull sees 2020 upsides for MU, WDC",1,Bull sees positives in 2020 for MU and WDC
Cabot upgraded to buy from neutral at UBS,1,Cabot was upgraded to Buy from Neutral at UBS
"Canada Goose upgraded to outperform from neutral at Baird, price target C$53",1,"Canada Goose stock was upgraded to Outperform to Neutral at Baird, with a C$53 price target"
Capital Southwest initiated at outperform at Raymond James with $23.50 price target,1,Capital Southwest started with an outperform on Raymond James with a price target of $23.50
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,1,Price target for Celanese stock raised to $120 from $111 at BofA Merrill Lynch
CF Industries stock price target raised to $56 vs. $52 at BofA Merrill Lynch,1,CF Industries stock price target raised to $56 from $52 at BofA Merrill Lynch
CF Industries upgraded to buy vs. neutral at BofA Merrill Lynch,1,CF Industries upgraded to Buy from Neutral at BofA Merrill Lynch
Ciena stock price target raised to $47 vs. $43 at Instinet,1,Ciena's stock price target was raised to $47 from Instinet's $43
Citi gives big boost to Deere PT,1,Citi gives big boost to Deere PT
Citi reels in PT on Nu Skin,1,City backs out in PT on Nu Skin
"CITRON SAYS IT'S LONG ON LUCKIN COFFEE

MW vs CItron",1,"Citron says it's a long time to have a lucky coffee

MW vs Citron"
CNH Industrial upped to Buy at Deutsche Bank on valuation,1,CNH Industrial shares rose to buy at Deutsche Bank based on valuation
Copa Holdings stock price target raised to $130 from $103 at Deutsche Bank,1,The price target for Copa Holdings stock was raised to $130 from $103 at Deutsche Bank
Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,1,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch
CSX stock price target raised to $90 from $72 at Deutsche Bank,1,The price target for CSX stock was raised to $90 from $72 at Deutsche Bank
CSX upgraded to buy from hold at Deutsche Bank,1,CSX was upgraded to buy from hold at Deutsche Bank
CVS Health stock price target raised to $90 from $85 at SunTrust RH,1,The price target for CVS Health stock was raised to $90 from SunTrust RH's $85
CyrusOne upgraded to overweight from sector weight at KeyBanc Capital,1,CyrusOne was upgraded to Overweight from Sector Weight at KeyBanc Capital
Diamondrock Hospitality upgraded to sector weight from underweight at KeyBanc Capital,1,Diamondrock Hospitality was upgraded to Sector Weight from Underweight at KeyBanc Capital
DLH Holdings maintained as buy with $7 price target at Canaccord,1,DLH Holdings maintained its $7 buy price target at Canaccord
Domtar upgraded to market perform at BMO Capital,1,Domtar has been upgraded to Market Perform at BMO Capital
Dow stock price target raised to $52 vs. $46 at BofA Merrill Lynch,1,The Dow Jones stock price target was raised to $52 from $46 at Bank of America Merrill Lynch.
"Earnings Update: Here's Why Analysts Just Lifted Their Aemetis, Inc. Price Target To US$2.25",1,"Earnings Update: Here's why analysts raised their price target for Aemetis, Inc. To 2.25 US dollars"
Earnings Update: Here's Why Analysts Just Lifted Their Milestone Scientific Inc. Price Target To US$2.00,1,Earnings Update: Here's why analysts raised their price target for Milestone Scientific Inc. to US$2.00
"Earnings Update: Here's Why Analysts Just Lifted Their Skyworks Solutions, Inc. Price Target To US$104",1,"Earnings Update: Here's why analysts raised their price target for Skyworks Solutions, Inc. To 104 US dollars"
Eastman Chemical stock price target raised to $85 vs. $82 at BofA Merrill Lynch,1,The price target for Eastman Chemical stock was raised to $85 from $82 at BofA Merrill Lynch
Edgewell stock price target raised to $41 from $33 at CFRA,1,The price target for Edgewell stock was raised to $41 from $33 at the CFRA
Elastic upgraded to buy from hold at Canaccord Genuity,1,Flexibility to purchase from reservation in Canaccord Genuity has been upgraded
"Enbridge upgraded to buy from neutral at UBS, price target lifted to C$54 from C$50",1,"Enbridge was upgraded to Buy from Neutral at UBS, price target raised to C$54 from C$50."
"Energizer Holdings upgraded to neutral from underweight at JP Morgan, price target lifted to $51 from $41",1,"Energizer Holdings was upgraded to Neutral from Underweight at JP Morgan, price target raised to $51 from $41"
Energizer shakes off JPMorgan's bear call,1,Energizer dumps JPMorgan bearish call
Equity Lifestyle Properties upgraded to outperform at BMO Capital,1,Equity lifestyle properties upgraded to outperform BMO Capital
Estee Lauder stock price target raised to $238 from $202 at Raymond James,1,The price target for Estee Lauder stock was raised to $238 from $202 at Raymond James
Etsy initiated as buy with $55 price target at SunTrust Robinson Humphrey,1,Etsy started with a buy with a target price of $55 at SunTrust Robinson Humphrey
FedEx stock price target raised to $168 from $163 at BofA Securities,1,The price target for FedEx stock was raised to $168 from $163 at BofA Securities.
FleetCor stock price target raised to $325 from $310 at CFRA,1,FleetCor stock price target raised to $325 from $310 at CFRA
Ford's electric SUV impresses Credit Suisse,1,Ford's electric SUV impresses Credit Suisse
Fortinet stock price target raised to $115 from $104 at BMO Capital,1,The price target for Fortinet stock was raised to $115 from $104 at BMO Capital
Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt,1,Fortinet stock price target raised to $120 from $110 at Monness Crespi Hardt
"Glenmark Pharmaceuticals Limited Just Beat Analyst Forecasts, And Analysts Have Been Updating Their Predictions",1,"Glenmark Pharmaceuticals Limited just beat analyst expectations, and the analysts updated their forecasts"
Goldman adds Workday to conviction list; shares +1%,1,Goldman Adds Workday to List of Condemnations; Shares +1%
"Goldman Says 36,000% Rally in Brazilian Retailer Has Room to Run",1,"The 36,000% rally in Brazilian retail has room to run, Goldman says"
GrubHub stock price target raised to $40 from $34 at Oppenheimer,1,The price target for GrubHub stock was raised to $40 from Oppenheimer's $34
GrubHub stock price target raised to $60 from $30 at Susquehanna,1,The price target for GrubHub stock was raised to $60 from $30 in Susquehanna
Hasbro upgraded on earnings growth potential from Entertainment One acquisition,1,Hasbro was upgraded based on earnings growth potential from its Entertainment One acquisition
"Hasbro upgraded to buy from neutral at UBS, price target $117",1,"Hasbro was upgraded to Buy from Neutral at UBS, price target $117"
Heat Biologics started at buy with $1 stock price target at Maxim Group,1,Heat Biologics started at Buy with a $1 stock price target at Maxim Group
"Home Depot upgraded to outperform from neutral at Credit Suisse, price target raised to $235 from $225",1,"Home Depot was upgraded to Outperform at Neutral at Credit Suisse, and its price target was raised to $235 from $225."
Humana stock price target raised to $363 from $319 at Deutsche Bank,1,The price target for Humana stock was raised to $363 from $319 at Deutsche Bank
Huntsman named Conviction Buy at Goldman in chemical sector shuffle,1,Huntsman names Conviction Buy at Goldman in shuffle in chemicals sector
Intel stock price target raised to $62 vs. $60 at SunTrust Robinson Humphrey,1,Intel's stock price target was raised to $62 from SunTrust Robinson Humphrey's $60
Intercept Pharmaceuticals maintained as buy with $165 price target at Canaccord,1,Intercept Pharmaceuticals maintained its $165 buy price target at Canaccord
Invitae Corp. maintained as buy at Benchmark,1,Invitae Corp. maintained On the purchase price on Benchmark
J.C. Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR,1,JC Penney stock price target raised to $1.00 from 80 cents at B. Riley FBR
Jabil stock price target raised to $47 from $36 at CFRA,1,The price target for Jabil stock was raised to $47 from $36 at the CFRA
Jefferies analysts lifted Tesla $TSLA shares to buy while paring the price target 19%. https://t.co/BJhXfQuRTd,1,Jefferies analysts raised Tesla shares $TSLA to Buy while trimming their price target by 19%. https://t.co/BJhXfQuRTd
JPMorgan likes Bausch Health in premarket analyst action,1,JPMorgan likes Bausch Health as pre-market analyst
JPMorgan out bullish on Uber's upside potential,1,JPMorgan is optimistic about Uber's upside potential
Kilroy Realty upgraded to overweight from sector weight at KeyBanc Capital,1,Kilroy Realty was upgraded to Overweight from Sector Weight at KeyBanc Capital
L3Harris started at buy with $280 stock price target at Benchmark,1,L3Harris started at Buy with a price target of $280 on the stock at Benchmark
Lagging MLP upgraded at Goldman as new projects seen lifting cash flows,1,A late MLP upgrade at Goldman has seen new projects lift cash flows
Ligand Pharmaceuticals started at buy with $135 stock price target at Benchmark,1,Ligand Pharmaceuticals started at Buy with a stock price target of $135 at Benchmark
Lovesac maintained as buy at Canaccord,1,Lovesac continues to buy into Canaccord
Lululemon stock price target raised to $260 vs. $222 at Susquehanna,1,Lululemon stock price target raised to $260 from $222 in Susquehanna
Lyft stock gets an upgrade due to competitive positioning,1,Lyft stock is getting an upgrade due to the competitive situation
LyondellBasell sock price target raised to $107 vs. $99 at BofA Merrill Lynch,1,LyondellBasell stock price target raised to $107 from $99 at BofA Merrill Lynch
Magnolia Oil & Gas started at overweight with $14 stock price target at KeyBanc Capital,1,Magnolia Oil & Gas started as Overweight with a $14 price target on the stock at KeyBanc Capital
Mesa Air reiterated as outperform at Cowen,1,Mesa Air repeated its outperformance of Cowen
Microchip Technology stock price target raised to $113 vs. $106 at SunTrust Robinson Humphrey,1,Microchip Technology's stock price target was raised to $113 from SunTrust Robinson Humphrey's $106.
Mizuho raises Intel on aggressive price cuts,1,Mizuho teases Intel about aggressive price cuts
Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH,1,Molina Healthcare stock price target raised to $165 from $155 at SunTrust RH
Morgan Stanley analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equalweight to Overweight with a price tar… https://t.co/NVjiO6Brwb,1,Morgan Stanley Analyst Joseph Moore upgraded NVIDIA (NASDAQ: $NVDA) from Equal Weight to Overweight with a tar price… https://t.co/NVjiO6Brwb
Morgan Stanley bullish on Eldorado Resorts ahead of Caesars combination,1,Morgan Stanley is bullish on El Dorado Resorts ahead of the Caesars merger
Morgan Stanley joins mortgage sector bulls,1,Morgan Stanley joins the bulls in the mortgage sector
Morgan Stanley Raises Fortinet's Price Target After Bullish Analyst Day,1,Morgan Stanley raises price target for Fortinet after bullish analyst day
Morgan Stanley upgrades NVIDIA $NVDA from Equal-Weight to Overweight and announces $259 price target.,1,Morgan Stanley upgrades NVIDIA $NVDA from Equal Weight to Overweight and announces a price target of $259.
"Morgan Stanley upgrades Nvidia to buy, predicting 2020 will be 'a return to solid growth' https://t.co/9gTGxKbSGj",1,"Morgan Stanley upgrades Nvidia to buy, expects 2020 to be a 'return to strong growth' https://t.co/9gTGxKbSGj"
"Munster Doubles Down, Says Apple Has 40% Upside This Year",1,"Monster doubles down, says Apple is up 40% this year"
New bull sees 22% upside for Splunk,1,The new bull sees a 22% upside for Splunk
New for subscribers:  Morgan Stanley adds Amazon to its list of favorite stocks. Here are the rest... https://t.co/QbgS6IQXRt,1,New to subscribers: Morgan Stanley adds Amazon to its list of favorite stocks. Here's the rest... https://t.co/QbgS6IQXRt
Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR,1,Newmont Goldcorp stock price target raised to $41.50 from $39.50 at B. Riley FBR
NLight target raised on Nutronics deal,1,NLight target raised in Nutronics deal
Nokia stock price target raised to $6.00 from $5.50 at MKM Partners,1,Nokia stock price target raised to $6.00 from $5.50 at MKM Partners
Nuvasive upgraded to outperform vs market perform at Leerink,1,Nuvasive upgraded to outperform Leerink's market
"Nvidia Has One Of The Best Opportunities To Maintain High Multiple, Morgan Stanley Says In Upgrade",1,"Nvidia has one of the best chances to maintain multiple highs, Morgan Stanley says in an upgrade"
Nvidia stock climbs after Morgan Stanley turns bullish,1,Nvidia stock rose after Morgan Stanley turned bullish
NXP Semiconductors stock price target raised to $139 vs. $128 at SunTrust Robinson Humphrey,1,NXP Semiconductors stock price target raised to $139 from $128 at SunTrust Robinson Humphrey
Olin Corp. stock price target raised to $23 vs. $22 at BofA Merrill Lynch,1,Olin Corp stock price target raised to $23 from $22 at BofA Merrill Lynch
"One analyst says TD could unlock ""significant value"" by selling its minority stake in Ameritrade after its purchase… https://t.co/swy7IVNnQE",1,One analyst says TD could unlock 'significant value' by selling its minority stake in Ameritrade after buying… https://t.co/swy7IVNnQE
Onto Innovation stock price target raised to $50 from $40 at Benchmark,1,The price target for Onto Innovation stock was raised to $50 from $40 at Benchmark
Owens Corning upgraded at Wells after raising residential insulation prices,1,Owens Corning in Wales has been upgraded after residential insulation prices were raised
"Owens Corning Upgraded On Strong Insulation, Roofing Potential",1,Owens Corning has been upgraded with strong insulation and roofing capabilities
Oyster Point Pharma initiated at overweight with $26 price target at JP Morgan,1,Oyster Point Pharma starts at Overweight with a $26 price target at JP Morgan
"Paul Tudor Jones Sees the Potential for a Stock Market Explosion, to the Upside",1,"Paul Tudor Jones sees the potential for a stock market explosion, to the upside"
PennMac Financial rises to record as Piper gets more bullish,1,PennMac Financial rises to record high as Piper grows more optimistic
Piper likes DexCom in premarket analyst action,1,Piper likes DexCom as a pre-market analyst
"Pixelworks, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,"Pixelworks, Inc. has been reported. Analysts have just raised their price targets"
PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,1,The price target for PPG Industries stock was raised to $113 from $105 at BofA Merrill Lynch.
Prothena upgraded to outperform from in line at Evercore ISI,1,Prothena has been upgraded to outperform in Evercore ISI
Purple Innovation initiated at overweight with $12 price target at KeyBanc Capital,1,Purple Innovation starts at Overweight with a $12 price target at KeyBanc Capital
Quanterix maintained as outperform with $35 price target at Leerink,1,Quanterix maintained its outperformance with a $35 price target at Leerink
Results: KLA Corporation Beat Earnings Expectations And Analysts Now Have New Forecasts,1,Results: KLA exceeded earnings expectations and analysts now have new expectations
RPM International stock price target raised to $79 vs. $75 at BofA Merrill Lynch,1,RPM International stock price target raised to $79 from $75 at BofA Merrill Lynch
S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus,1,S&P Global stock price target raised to $322 from $274 at Stifel Nicolaus
Sanderson Farms stock price target raised to $159 from $150 at J.P. Morgan,1,The price target for Sanderson Farms stock was raised to $159 from $150 at JPMorgan
Schlumberger started at buy with $42 stock price target at Deutsche Bank,1,Schlumberger started buying with a $42 price target on the stock at Deutsche Bank
Selvaag Bolig ASA Just Beat Earnings Expectations: Here's What Analysts Think Will Happen Next,1,Selvaag Bolig ASA just beat earnings expectations: here's what analysts think will happen next
"SoftBank will have the ""last laugh"" with WeWork deal, one Bernstein analyst says https://t.co/qmfAPKICdp",1,"SoftBank will have 'the last laugh' with WeWork deal https://t.co/qmfAPKICdp, Bernstein analyst says"
Sonoma Pharma maintained as buy with $9 price target at Benchmark,1,Sonoma Pharma maintained a $9 buy price target on Benchmark
Splunk upgraded to overweight at Morgan Stanley,1,Splunk has been upgraded to overweight at Morgan Stanley
"Starbucks Stock Is a Buy, According to This Investment Bank",1,"Starbucks shares are a buy, according to this investment bank"
Starbucks upgraded to overweight at J.P. Morgan after meeting with executives,1,Starbucks upgraded to overweight at JP Morgan after meeting with executives
"Stifel Upgrades Parker-Hannifin On Potential Synergies, Industry Recovery Prospects",1,Stifel upgrades Parker-Hannifin on potential synergies and industry recovery prospects
"Stifel Upgrades Wendy's, Bullish On Breakfast And Digital Prospects",1,"Stifel is upgrading Wendy's, and is bullish on its breakfast and digital prospects"
"Syanptics raised on forecast, margin strength",1,"Synaptics raised on expectations, margin strength"
Synaptics stock price target raised to $40 from $32 at J.P. Morgan,1,The price target for Synaptics stock was raised to $40 from $32 at J.P. Morgan
"Synopsys upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157",1,"Synopsys was upgraded to overweight from neutral at JPMorgan, price target raised to $160 from $157"
TE Connectivity stock price target raised to $95 vs. $94 at SunTrust Robinson Humphrey,1,TE Connectivity stock price target raised to $95 from $94 at SunTrust Robinson Humphrey
Teekay Tankers upped two notches to Buy at BAML,1,Teekay Tankers raised 2 notches to Buy on BAML
Texas Instruments stock price target raised to $125 vs. $122 at SunTrust Robinson Humphrey,1,Texas Instruments stock price target raised to $125 from $122 at SunTrust Robinson Humphrey
Twitter stock price target raised to $36.50 from $34.50 at Wedbush,1,Twitter stock price target raised to $36.50 from $34.50 at Wedbush
Twitter stock price target raised to $38 from $36 at SunTrust RH,1,The price target for Twitter stock was raised to $38 from $36 at SunTrust RH
Twitter stock price target raised to $47 from $34 at Susquehanna,1,The price target for Twitter stock was raised to $47 from $34 at Susquehanna
"Twitter, Inc. Just Reported And Analysts Have Been Lifting Their Price Targets",1,"It was just reported that Twitter, Inc. Analysts raised their price targets"
U.S. Well Services initiated at buy with $3.50 price target at Stifel,1,US Well Services started at Buy with a price target of $3.50 at Stifel
Uber stock price target raised to $45 from $34 at MKM Partners,1,The price target for Uber stock was raised to $45 from $34 at MKM Partners
Uber stock price target raised to $49 from $47 at BofA Securities,1,The price target for Uber stock was raised to $49 from $47 at BofA Securities
Uber stock price target raised to $50 from $45 at Oppenheimer,1,The price target for Uber stock was raised to $50 from Oppenheimer's $45
Uber stock price target raised to $52 from $50 at Wedbush,1,The price target for Uber stock was raised to $52 from $50 at Wedbush
Uber stock price target raised to $54 from $50 at Deutsche Bank,1,The price target for Uber stock was raised to $54 from $50 at Deutsche Bank
UBS raises Peloton’s price target to $40,1,UBS raises its price target for Peloton to $40
UBS upgrades Hasbro on strong sales of Frozen II dolls into Black Friday https://t.co/23HWM60K7q,1,UBS upgrades Hasbro due to strong sales of Frozen II dolls to Black Friday https://t.co/23HWM60K7q
UDR upgraded to overweight from sector weight at KeyBanc Capital,1,UDR was upgraded to Overweight from Sector Weight at KeyBanc Capital
Unisys stock price target raised to $21 from $18 at Sidoti & Co.,1,The price target for Unisys stock was raised to $21 from $18 at Sidoti & Co.
UnitedHealth stock price target raised to $338 from $303 at CFRA,1,The price target for UnitedHealth stock was raised to $338 from $303 at CFRA
